name,age,nationality,height_cm,weight_kgs,body_type,positions,acceleration,sprint_speed,agility,dribbling,ball_control,short_passing,long_passing,vision,finishing,positioning,interceptions,standing_tackle,sliding_tackle,strength,stamina,crossing,heading_accuracy,volleys,curve,freekick_accuracy,shot_power,jumping,long_shots,aggression,marking,reactions,balance,composure,penalties,overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),potential_level,growth_index,strength_index,attacking_score,midfield_score,defensive_score,recommended_role
J. Wakely,18,England,190.5,74.8,Lean,CB,52,59,43,33,40,44,46,33,25,25,58,65,67,66,57,32,57,35,33,30,51,66,24,53,54,46,54,50,35,59,79,280000.0,5000.0,1,4,2,Medium,20,38.4,33.5,45.0,64.0,Defender
A. Bolger,19,Republic of Ireland,170.18,64.9,Normal,"CM,CDM",66,68,65,62,62,64,62,64,42,41,43,58,48,41,54,39,39,36,62,37,48,55,39,52,56,54,84,66,41,59,79,325000.0,1000.0,1,3,2,Medium,20,57.2,48.25,61.0,47.5,Midfielder
Bruno Gallo,30,Brazil,182.88,73.9,Normal,"CM,CDM",68,65,69,69,72,73,70,71,56,65,64,66,57,72,68,66,46,70,73,65,71,60,68,64,62,68,67,67,75,70,70,1600000.0,6000.0,1,3,3,Medium,0,67.4,65.25,70.5,64.75,Midfielder
J. Kelly,28,Republic of Ireland,182.88,73.0,Normal,"LM,ST",71,73,68,57,57,53,41,56,55,57,17,17,17,52,63,54,52,45,45,39,51,72,53,56,23,52,73,55,62,58,58,130000.0,1000.0,1,3,2,Low,0,56.8,55.0,53.25,25.75,Attacker
Cui Yongzhe,32,China PR,175.26,67.1,Normal,"RB,CDM",72,62,59,64,62,63,59,67,52,62,55,57,53,66,69,46,46,39,37,34,53,75,49,63,63,59,76,60,42,59,59,100000.0,2000.0,1,3,2,Low,0,63.0,57.75,64.5,57.75,Midfielder
M. Stendera,23,Germany,172.72,72.1,Normal,"CM,CAM,CDM",67,52,78,75,76,77,71,75,72,68,58,68,57,63,68,67,47,66,83,75,73,52,72,63,52,72,86,67,60,74,79,7500000.0,24000.0,2,4,3,Medium,5,73.4,72.0,72.75,61.5,Midfielder
Luisinho,27,Brazil,175.26,67.1,Lean,"RM,LM,CAM",78,74,88,76,74,67,63,63,71,65,16,22,15,63,70,62,59,61,67,65,66,62,68,56,16,59,68,54,59,70,70,1900000.0,14000.0,1,2,4,Medium,0,69.4,69.5,65.75,29.0,Attacker
Álex Díez,23,Spain,172.72,64.0,Normal,"RB,RM",72,74,64,67,66,65,36,54,30,64,64,65,66,46,73,74,53,31,68,68,40,60,32,62,63,63,69,60,45,68,77,1200000.0,3000.0,1,3,3,Medium,9,57.8,50.25,57.0,60.25,Defender
I. Arboleda,22,Colombia,185.42,76.2,Lean,GK,58,58,57,21,21,27,23,20,16,12,22,13,15,52,43,20,21,20,22,17,23,68,14,22,23,69,57,49,23,73,80,4100000.0,8000.0,1,2,1,Medium,7,25.4,18.0,28.25,25.5,Midfielder
Dêniro Prestes,31,Brazil,187.96,82.1,Normal,ST,49,54,53,59,57,47,38,51,63,66,22,21,19,84,62,33,72,56,45,47,70,60,60,70,24,56,51,65,62,64,64,425000.0,5000.0,1,3,2,Low,0,56.4,64.5,49.5,36.5,Attacker
S. Ahmed Said,25,Italy,154.94,69.9,Lean,ST,74,75,69,66,64,59,35,50,67,70,28,14,12,70,57,43,63,64,57,39,73,59,58,57,18,64,63,58,64,68,72,1200000.0,4000.0,1,3,3,Medium,4,59.8,69.0,50.25,31.0,Attacker
E. Zukanović,32,Bosnia Herzegovina,190.5,84.8,Normal,CB,61,54,45,50,63,66,66,51,25,38,72,76,74,84,66,66,77,27,76,79,85,52,69,70,74,72,39,74,69,74,74,3800000.0,14000.0,2,3,2,Medium,0,51.6,49.5,62.25,76.5,Defender
Borja Fernández,23,Spain,152.4,71.2,Normal,"CM,CDM",45,35,65,49,62,68,63,68,34,46,74,61,57,70,82,45,43,28,35,33,44,58,32,68,55,70,76,58,39,64,73,675000.0,1000.0,1,3,3,Medium,9,60.2,43.25,70.25,65.5,Midfielder
Gervinho,31,Ivory Coast,152.4,66.2,Lean,"LW,RW,ST",91,90,88,80,78,73,67,74,72,78,39,29,15,55,78,75,63,70,69,43,69,62,64,51,35,76,76,68,63,78,78,9000000.0,49000.0,3,3,3,Medium,0,75.4,74.75,73.0,34.5,Attacker
S. Spasov,17,Bulgaria,170.18,55.8,Lean,ST,63,63,60,43,45,40,34,44,52,50,19,13,10,29,57,25,49,37,33,30,43,62,46,32,19,50,75,49,59,49,74,70000.0,1000.0,1,3,2,Medium,25,47.2,47.0,43.75,17.75,Attacker
Yu Hao,21,China PR,185.42,67.1,Lean,CB,58,78,68,23,32,42,23,33,23,21,46,52,53,68,54,23,48,22,27,24,30,69,16,43,55,47,66,43,32,53,63,80000.0,2000.0,1,2,2,Low,10,35.0,24.25,38.0,54.75,Defender
G. Middleton,19,Scotland,175.26,68.0,Normal,LW,88,86,84,67,67,54,44,60,56,57,19,30,25,53,60,65,30,43,63,52,55,38,44,36,32,53,73,58,51,64,83,925000.0,6000.0,1,3,3,High,19,59.4,58.75,54.5,31.75,Attacker
Pei Shuai,26,China PR,185.42,78.9,Normal,CM,71,70,60,57,59,57,51,60,26,56,58,64,60,70,61,51,56,22,32,56,50,60,46,67,63,64,63,53,34,58,61,160000.0,3000.0,1,3,2,Low,3,52.2,47.25,57.25,63.0,Defender
J. Rieckmann,18,Germany,154.94,76.2,Lean,"CB,CDM",69,67,61,39,45,57,55,34,25,23,66,57,54,61,64,38,57,26,45,25,41,61,35,53,50,61,67,57,36,58,76,230000.0,1000.0,1,4,2,Medium,18,43.8,32.0,52.5,59.5,Defender
R. Bertrand,29,England,152.4,84.8,Normal,"LB,LWB",77,76,73,77,78,76,70,51,50,63,77,81,80,70,75,82,68,43,74,66,59,70,54,73,75,76,69,76,52,78,78,8000000.0,48000.0,2,3,3,Medium,0,65.8,62.25,68.0,77.0,Defender
B. Cufré,22,Argentina,152.4,82.1,Lean,LB,77,75,76,72,73,69,69,67,57,67,64,63,65,68,86,73,50,65,63,53,74,71,70,62,70,64,70,68,62,70,81,2700000.0,6000.0,1,3,3,Medium,11,70.2,67.5,72.75,65.0,Midfielder
J. Hergault,32,France,185.42,79.8,Normal,"RB,LB",55,67,69,68,67,67,63,69,40,55,69,66,65,70,82,69,50,28,69,48,50,43,50,59,60,64,64,63,42,67,67,425000.0,3000.0,1,3,3,Low,0,65.2,53.25,70.25,67.5,Midfielder
Camarasa,24,Spain,182.88,76.2,Lean,"CM,RM,CAM",65,58,67,76,77,78,75,76,68,72,70,73,68,74,73,60,57,62,60,66,76,72,71,73,70,72,69,69,56,76,82,10500000.0,20000.0,1,3,3,High,6,74.2,73.0,75.5,71.25,Midfielder
Paulinho,30,Brazil,182.88,71.2,Lean,"CM,CAM,CDM,RM",73,73,71,82,84,84,80,80,81,84,81,81,75,81,92,64,85,75,66,72,83,90,80,81,75,84,71,81,71,85,85,37000000.0,39000.0,3,3,3,High,0,83.8,82.5,84.0,79.5,Midfielder
T. Maloney,20,England,175.26,64.9,Lean,CM,65,68,61,41,42,59,52,46,25,46,41,44,47,39,62,39,48,32,39,48,53,62,30,59,53,50,81,35,38,49,66,60000.0,1000.0,1,3,2,Low,17,46.6,41.25,54.75,42.75,Midfielder
D. Moreno,33,Colombia,152.4,78.9,Normal,ST,71,69,74,73,76,69,68,70,78,77,41,27,24,67,71,69,69,79,75,74,81,51,77,52,55,81,68,78,80,76,76,6000000.0,19000.0,1,4,3,Medium,0,72.2,77.25,69.5,39.75,Attacker
A. Pearce,22,Australia,198.12,76.2,Lean,GK,35,41,28,19,22,25,22,18,13,14,11,20,20,66,38,20,12,17,17,17,18,42,16,43,12,50,50,49,23,58,66,140000.0,1000.0,1,3,1,Low,8,22.6,16.0,25.75,29.25,Defender
Wendel,21,Brazil,154.94,66.2,Normal,CM,76,80,78,80,78,78,75,75,64,69,76,75,66,68,80,66,57,68,70,64,85,62,83,68,75,76,69,82,66,77,86,13500000.0,11000.0,1,3,3,High,9,75.4,74.5,77.0,71.25,Midfielder
J. Molumby,19,Republic of Ireland,152.4,64.0,Lean,CM,51,41,59,57,59,63,58,54,45,53,57,59,55,55,62,49,48,45,46,42,54,40,45,71,58,60,61,64,57,59,74,325000.0,3000.0,1,3,2,Medium,15,56.2,52.25,59.25,56.5,Midfielder
O. Bertel,22,Colombia,175.26,64.0,Normal,LB,78,71,70,54,60,48,42,42,28,53,56,57,53,47,72,52,37,27,30,31,27,73,25,55,55,57,80,48,34,59,67,200000.0,1000.0,1,2,2,Low,8,48.8,40.5,51.0,53.25,Defender
J. Tavernier,27,England,182.88,74.8,Lean,RB,85,87,72,78,74,74,69,69,59,69,68,74,72,80,86,76,70,52,77,69,69,70,68,69,63,65,80,73,82,75,76,6500000.0,42000.0,1,3,3,Medium,1,73.2,68.75,74.5,73.5,Midfielder
H. Robstad,27,Norway,182.88,74.8,Normal,"CB,LB",63,68,66,63,61,54,37,43,42,50,59,62,64,68,67,58,48,27,47,28,50,65,40,64,61,62,63,50,35,62,62,260000.0,1000.0,1,3,2,Low,0,53.8,51.25,50.25,63.25,Defender
S. Skålevik,26,Norway,154.94,74.8,Lean,ST,72,75,58,62,60,53,43,54,69,69,18,21,20,61,66,52,63,49,58,32,67,68,59,50,22,62,64,62,66,66,69,825000.0,2000.0,1,3,2,Medium,3,60.8,66.75,54.0,30.0,Attacker
K. Sidibé,20,France,200.66,78.0,Lean,"CDM,CM",55,54,52,59,61,67,55,42,41,42,51,61,62,70,58,43,65,38,42,41,62,57,37,65,55,55,54,46,48,60,70,280000.0,2000.0,1,3,2,Medium,10,53.4,51.0,55.5,61.0,Defender
D. Horneland,17,Norway,152.4,76.2,Normal,CB,63,55,53,29,30,32,29,29,22,24,50,58,51,57,62,29,44,27,29,24,35,68,19,51,47,50,67,41,40,51,66,70000.0,1000.0,1,2,2,Low,15,34.8,27.5,38.0,54.0,Defender
C. Blackett-Taylor,21,England,170.18,67.1,Lean,"RM,ST",81,78,82,58,51,58,47,43,54,53,20,18,16,62,53,42,50,42,47,39,45,70,40,44,21,45,53,43,56,56,69,170000.0,2000.0,1,2,3,Medium,13,53.2,52.5,50.25,29.0,Attacker
M. Burda,23,Ukraine,187.96,79.8,Normal,"CB,RB,LB",63,66,40,31,48,62,45,31,17,27,79,76,71,80,64,28,72,27,22,27,34,67,21,69,76,74,52,68,33,74,81,7000000.0,1000.0,1,3,2,Medium,7,41.0,27.25,50.5,76.5,Defender
S. McConville,30,England,154.94,73.9,Normal,LM,78,78,73,64,62,63,60,64,62,65,42,39,38,57,70,64,32,57,65,66,62,59,65,48,52,61,68,63,48,66,66,625000.0,2000.0,1,3,3,Low,0,64.6,63.25,64.25,44.0,Midfielder
K. Broll,23,Germany,185.42,77.1,Normal,GK,15,15,26,12,17,21,20,45,7,7,14,12,11,48,25,10,12,5,11,12,19,53,8,16,11,69,33,65,13,67,74,800000.0,1000.0,1,2,1,Medium,7,22.0,11.25,27.75,21.25,Midfielder
O. Azubuike,21,Nigeria,170.18,73.0,Normal,"CDM,CM",69,69,72,61,61,72,70,53,33,28,71,66,63,62,69,52,57,33,34,60,55,56,61,53,58,61,75,49,38,66,76,925000.0,3000.0,1,3,2,Medium,10,57.6,44.25,66.0,65.5,Midfielder
S. Grippo,30,Switzerland,187.96,79.8,Lean,CB,57,61,58,52,62,67,60,60,48,61,66,70,56,84,72,53,80,49,55,54,81,80,58,79,67,61,48,62,56,71,71,1800000.0,7000.0,1,3,2,Medium,0,59.8,60.5,64.75,69.0,Defender
Fernando,28,Spain,185.42,78.9,Normal,GK,49,47,44,14,23,32,24,42,19,16,27,11,19,60,30,17,12,18,12,20,26,73,18,19,15,64,56,45,26,65,68,475000.0,2000.0,1,3,1,Medium,3,27.4,18.75,32.0,29.25,Midfielder
B. Ketkeophomphone,28,France,154.94,71.2,Lean,"ST,RM,RW",75,77,78,71,70,68,68,70,65,76,41,15,15,56,54,69,65,65,68,68,68,70,66,35,15,74,70,70,54,70,70,1800000.0,5000.0,2,4,4,Medium,0,65.6,70.0,65.0,31.75,Attacker
H. Rashidi,24,Sweden,175.26,68.9,Normal,"LWB,RWB",78,75,62,66,64,62,58,62,58,63,52,60,59,58,69,59,55,55,55,34,59,62,59,56,63,62,68,66,43,63,68,400000.0,2000.0,1,4,3,Medium,5,63.4,61.5,62.75,57.25,Midfielder
Tomás Nuninho,35,Brazil,187.96,83.0,Normal,CDM,48,57,52,61,63,67,65,59,43,44,63,65,57,83,68,43,66,44,55,47,61,40,53,78,70,60,48,57,51,67,67,230000.0,6000.0,1,3,2,Low,0,59.6,52.25,64.75,67.0,Defender
A. Mills,25,England,182.88,73.9,Normal,GK,40,48,37,14,23,28,21,11,14,16,20,16,17,55,23,20,12,11,16,16,20,59,19,25,13,46,65,30,22,50,54,30000.0,1000.0,1,2,1,Low,4,18.0,16.0,20.75,27.0,Defender
F. Koch,29,Austria,154.94,68.0,Lean,"RB,CB,RM",72,79,71,62,65,59,48,45,35,56,67,68,64,70,80,59,64,60,65,30,71,36,61,64,65,58,76,68,36,67,67,575000.0,7000.0,1,2,2,Low,0,56.2,56.0,58.0,67.25,Defender
Kwak Kwang Sun,32,Korea Republic,187.96,77.1,Normal,CB,49,64,65,54,54,54,57,60,50,67,61,61,60,80,56,54,62,40,41,43,49,72,51,70,61,60,58,56,62,64,64,260000.0,2000.0,1,3,2,Low,0,54.8,55.0,56.75,65.5,Defender
M. Perez,27,France,154.94,71.2,Normal,"CDM,CM",65,76,75,64,66,70,67,68,48,60,64,65,58,72,71,46,56,47,69,73,59,60,52,66,58,63,74,61,58,67,68,725000.0,3000.0,1,3,3,Medium,1,64.2,57.75,69.0,64.75,Midfielder
H. Lennon,24,England,190.5,77.1,Lean,CB,66,71,66,38,50,45,33,35,22,29,61,64,64,75,69,28,64,24,24,31,38,74,19,52,63,52,50,56,37,63,68,425000.0,2000.0,1,3,2,Medium,5,41.8,31.75,45.5,66.0,Defender
M. Exslager,28,Germany,175.26,71.2,Normal,"ST,RW,LW",72,64,73,62,57,55,39,49,65,62,32,41,35,78,53,61,63,57,53,44,71,81,54,74,33,60,79,63,58,64,64,475000.0,1000.0,1,3,3,Low,0,56.8,65.0,49.0,46.5,Attacker
A. Hammill,31,England,152.4,73.9,Normal,"RM,LM,ST",75,71,70,69,70,64,62,65,65,64,43,48,46,55,64,70,37,62,70,69,72,50,74,60,42,62,71,68,53,68,68,850000.0,5000.0,1,4,4,Medium,0,65.4,67.5,63.75,48.0,Attacker
Quintanilla,28,Spain,182.88,78.9,Lean,CB,50,60,67,54,62,69,73,56,18,55,65,65,63,71,69,56,71,15,52,34,43,82,15,62,66,61,44,60,35,67,69,750000.0,3000.0,1,3,2,Medium,2,53.2,42.5,66.75,66.0,Midfielder
J. Laursen,24,Denmark,154.94,76.2,Lean,LWB,74,76,76,66,68,64,58,54,42,68,58,65,63,72,76,63,48,30,45,37,46,67,36,62,65,55,69,50,40,66,73,750000.0,3000.0,1,3,3,Medium,7,60.4,55.5,63.0,64.5,Defender
M. Friedl,20,Austria,187.96,71.2,Lean,"CB,LB",68,65,62,66,68,59,52,47,32,54,66,71,68,63,67,62,61,37,37,42,36,66,41,56,69,69,62,55,45,67,78,1200000.0,13000.0,1,2,2,Medium,11,54.2,47.0,56.25,67.0,Defender
L. Paqarada,24,Kosovo,182.88,76.2,Normal,"LB,LWB",77,76,71,67,71,68,66,58,36,56,65,71,67,65,75,75,55,41,76,73,65,62,46,64,65,68,64,65,39,70,74,1900000.0,4000.0,1,3,3,Medium,4,60.8,56.0,66.75,67.0,Defender
A. Barcham,32,England,175.26,74.8,Normal,LM,79,82,79,63,61,60,55,56,56,62,31,31,27,61,69,60,41,41,60,38,56,67,52,44,48,60,85,50,54,64,64,400000.0,2000.0,1,3,3,Low,0,60.8,59.25,60.0,37.5,Midfielder
P. Testroet,28,Germany,185.42,86.2,Normal,ST,66,73,66,67,64,62,41,55,69,69,35,40,33,78,72,57,62,66,77,39,71,76,66,70,32,63,76,63,70,68,68,950000.0,4000.0,1,4,3,Medium,0,65.0,69.0,57.5,46.5,Attacker
G. Massey,26,England,152.4,74.8,Lean,RM,81,84,79,67,66,64,59,58,59,58,55,45,34,67,79,65,51,47,56,59,62,62,58,52,39,59,64,49,58,67,68,900000.0,16000.0,1,3,3,Medium,1,65.4,61.5,65.0,50.25,Midfielder
João Teixeira,25,Portugal,152.4,72.1,Lean,"LW,CM",77,77,74,74,73,71,67,72,65,69,60,61,56,65,70,63,50,49,72,52,68,62,73,68,55,71,72,74,66,71,74,3000000.0,7000.0,1,3,3,Medium,3,70.4,69.0,70.0,60.5,Midfielder
M. Al Zubaidi,21,Saudi Arabia,172.72,62.1,Normal,LB,77,79,73,53,56,49,47,45,28,49,52,54,55,66,59,55,42,23,32,27,20,72,29,46,53,49,85,43,52,57,68,160000.0,3000.0,1,3,2,Medium,11,46.8,37.5,50.0,56.75,Defender
E. Bansen,21,Germany,195.58,91.2,Normal,GK,18,26,25,14,11,24,27,21,8,8,14,12,10,62,25,11,10,6,11,11,24,32,9,17,10,38,26,32,14,58,69,170000.0,1000.0,1,3,1,Medium,11,18.4,13.5,24.25,24.5,Defender
A. Kolomeytsev,30,Russia,182.88,78.0,Normal,"CDM,CAM",58,68,62,69,72,77,73,73,67,64,69,68,58,76,70,63,71,58,47,67,76,70,75,55,67,67,62,70,45,71,71,1800000.0,1000.0,1,2,3,Medium,0,71.2,69.0,73.25,67.75,Midfielder
Rui Fonte,28,Portugal,154.94,73.0,Lean,ST,66,64,71,66,74,73,68,69,72,78,40,37,28,61,69,61,70,73,73,63,67,75,61,59,46,74,66,77,71,72,72,3200000.0,41000.0,2,3,3,Medium,0,69.8,70.75,69.75,41.5,Attacker
B. Nieuwkoop,23,Netherlands,154.94,74.8,Normal,RB,75,80,63,64,70,66,70,62,34,52,66,70,66,70,75,68,66,35,46,45,65,84,41,74,66,65,70,65,42,70,75,2000000.0,6000.0,1,3,3,Medium,5,60.2,53.75,68.25,68.0,Midfielder
M. Bloomfield,35,England,172.72,73.0,Normal,CM,64,65,62,58,61,64,61,63,48,55,63,61,60,65,75,54,60,42,55,35,54,73,52,60,62,67,76,60,46,63,63,180000.0,2000.0,1,4,2,Low,0,61.6,53.75,65.75,62.25,Midfielder
H. Benkaïd,28,France,152.4,71.2,Normal,"ST,LW",65,68,71,67,64,52,57,55,62,52,28,29,35,59,62,56,48,52,50,39,60,64,48,46,37,56,70,53,53,59,59,160000.0,1000.0,1,2,3,Low,0,59.6,60.25,56.5,37.75,Attacker
A. Rabillard,23,France,175.26,69.9,Normal,ST,65,66,58,63,66,55,47,48,68,59,17,22,20,57,55,53,68,63,52,41,57,74,58,31,28,58,74,46,72,64,72,675000.0,1000.0,1,4,2,Medium,8,57.8,61.75,51.25,29.0,Attacker
M. Moström,36,Sweden,152.4,68.0,Lean,"RW,LW",70,75,78,63,57,56,49,66,55,66,60,47,49,53,72,64,41,57,61,50,59,37,49,51,57,71,75,66,43,63,63,160000.0,1000.0,1,2,2,Low,0,62.4,60.75,60.75,52.25,Attacker
M. Al Hamad,20,Saudi Arabia,172.72,68.0,Normal,ST,62,63,56,50,55,51,41,43,59,55,16,22,17,59,45,34,57,43,34,30,49,69,52,42,16,52,68,46,58,56,68,160000.0,3000.0,1,2,2,Medium,12,49.6,53.25,45.0,28.5,Attacker
H. Charsley,22,Republic of Ireland,152.4,64.0,Lean,"LM,CM,RM,RB",56,56,61,63,67,68,68,63,49,56,48,58,59,41,50,54,58,58,63,48,53,54,44,49,54,59,69,61,56,61,69,375000.0,9000.0,1,2,3,Medium,8,58.6,55.25,62.25,51.5,Midfielder
M. Schnatterer,33,Germany,154.94,74.8,Lean,"RM,LM",73,76,78,70,74,75,75,72,73,70,47,36,33,64,75,82,29,64,82,83,80,62,82,47,30,69,71,75,84,75,75,5000000.0,14000.0,1,4,3,Medium,0,73.0,73.25,74.25,45.0,Midfielder
I. Radovanović,30,Serbia,187.96,79.8,Lean,"CDM,CM,CB",50,67,58,67,75,78,78,75,40,61,79,78,68,81,75,62,72,56,65,58,84,72,79,79,64,73,58,75,58,77,77,7000000.0,18000.0,2,3,3,Medium,0,67.0,63.0,76.5,76.5,Midfielder
P. Brlek,25,Croatia,154.94,73.9,Normal,"CM,CAM,CDM",78,68,78,69,72,72,68,73,63,72,66,66,60,69,70,57,53,57,62,57,66,59,70,65,34,63,63,68,66,71,76,3100000.0,10000.0,1,3,3,Medium,5,69.4,67.5,70.75,65.25,Midfielder
S. Hernández,32,Colombia,152.4,73.9,Normal,"CAM,CM",59,71,67,69,72,74,70,78,62,65,58,59,52,67,67,59,47,64,66,65,62,59,71,22,48,65,66,69,55,71,71,2100000.0,3000.0,1,4,3,Medium,0,70.0,64.5,72.25,59.0,Midfielder
N. Elvedi,22,Switzerland,187.96,78.0,Normal,"CB,RB,LB",73,77,66,69,72,73,55,59,30,53,79,81,76,77,78,65,79,30,45,29,42,73,31,69,76,75,54,65,37,78,84,12000000.0,20000.0,2,3,3,High,6,61.8,48.5,66.25,78.25,Defender
N. Giménez,23,Argentina,152.4,77.1,Stocky,"CM,CAM",65,69,59,70,68,69,65,56,59,58,54,55,56,75,73,62,42,55,58,51,70,61,62,63,45,56,57,62,54,64,73,675000.0,3000.0,1,3,3,Medium,9,65.4,64.25,65.75,60.0,Midfielder
R. Feltscher,28,Venezuela,182.88,89.8,Stocky,"RB,CB,LB",54,60,60,63,61,65,59,62,32,54,70,67,66,78,76,62,59,49,69,49,70,71,67,70,68,66,59,62,39,66,66,525000.0,2000.0,1,3,2,Low,0,59.6,54.75,65.5,70.25,Defender
S. Bueno,20,Uruguay,187.96,79.8,Lean,"CB,LB",45,52,41,31,51,59,54,26,16,22,64,69,63,65,62,23,64,22,18,38,49,66,28,57,57,50,44,55,42,63,78,725000.0,8000.0,1,3,2,Medium,15,38.8,29.5,50.25,65.25,Defender
C. Vargas,20,Mexico,175.26,76.2,Normal,"LB,CB",69,69,65,51,59,57,55,52,39,45,68,67,68,66,65,60,66,39,44,44,59,71,48,67,67,58,68,56,47,66,76,875000.0,6000.0,1,3,2,Medium,10,52.8,48.5,57.25,67.25,Defender
P. Tomasik,31,Poland,152.4,72.1,Normal,LB,71,68,71,56,59,63,59,70,40,57,62,64,64,70,80,67,52,50,40,66,63,70,61,66,58,63,71,60,48,65,65,400000.0,3000.0,1,3,2,Low,0,61.8,54.0,68.0,65.0,Midfielder
T. Borevković,21,Croatia,193.04,86.2,Normal,CB,50,60,31,41,44,68,54,28,26,27,59,73,68,85,64,31,63,31,34,30,40,61,28,64,68,57,39,58,44,68,77,1200000.0,3000.0,1,3,2,Medium,9,45.4,33.5,53.5,71.25,Defender
E. Brignola,19,Italy,167.64,71.2,Stocky,"CAM,RW,CF,RM",74,76,77,73,72,69,63,65,66,73,20,12,13,55,67,65,53,45,48,45,64,62,63,40,23,62,74,50,60,70,84,3700000.0,12000.0,1,4,3,High,14,68.0,69.0,66.0,25.0,Attacker
F. Nmecha,18,England,185.42,69.9,Lean,"CAM,CM",75,77,78,60,59,63,59,66,50,57,40,44,39,58,59,56,54,53,60,48,62,60,56,51,47,57,63,65,55,62,82,600000.0,7000.0,1,3,4,High,20,59.6,57.25,61.75,45.25,Midfielder
A. Soumaoro,22,Guinea,187.96,76.2,Normal,CDM,67,74,70,53,64,68,63,61,32,46,57,63,63,70,68,39,58,33,49,33,63,68,39,68,55,55,58,55,44,63,70,450000.0,1000.0,1,2,2,Medium,7,56.4,48.5,65.0,63.25,Midfielder
F. Ortega,19,Argentina,152.4,74.8,Lean,LB,79,81,75,69,67,65,49,48,50,58,59,63,61,62,76,66,55,53,51,47,64,60,52,46,57,56,74,54,57,66,80,1200000.0,2000.0,1,2,3,Medium,14,61.6,60.25,59.5,61.25,Defender
D. Bojanić,24,Sweden,182.88,73.9,Normal,"CM,CAM",61,51,73,65,67,68,67,67,52,51,49,52,46,60,54,62,47,59,73,71,71,47,67,60,43,54,73,64,54,63,69,500000.0,1000.0,1,3,3,Medium,6,61.2,59.75,64.0,51.75,Midfielder
S. Zurbriggen,29,Argentina,152.4,68.9,Normal,CB,73,65,63,51,56,66,54,41,36,48,66,63,65,73,80,54,67,31,56,37,60,79,34,68,65,61,65,58,42,67,67,625000.0,5000.0,1,3,2,Low,0,54.8,48.75,60.25,66.75,Defender
M. Maphangule,27,South Africa,152.4,79.8,Normal,"ST,RW",53,66,62,55,49,49,34,50,64,58,26,30,23,75,69,36,80,51,35,31,60,75,58,62,30,57,87,52,60,62,63,375000.0,1000.0,1,2,2,Low,1,57.4,59.25,50.5,38.5,Attacker
A. Masuaku,25,DR Congo,152.4,69.9,Lean,"LB,LWB",87,86,77,83,79,74,70,71,55,68,67,74,73,69,78,76,61,61,71,48,75,69,71,65,65,74,82,74,49,75,78,7000000.0,49000.0,1,2,4,Medium,3,72.2,70.25,73.25,70.75,Midfielder
E. Jónsson,30,Iceland,187.96,81.2,Normal,"CDM,CM",41,48,55,52,60,57,59,51,30,30,61,60,66,76,79,46,54,42,38,52,54,69,37,74,67,61,41,58,51,64,64,350000.0,3000.0,1,3,2,Low,0,53.8,41.5,61.5,65.75,Defender
M. Bartley,32,England,154.94,78.9,Stocky,CM,58,60,77,57,61,63,59,61,45,54,70,68,64,85,79,53,55,52,44,31,49,69,41,80,68,66,66,59,41,63,63,325000.0,2000.0,1,3,2,Low,0,61.0,51.25,65.5,71.75,Defender
M. Cranie,32,England,182.88,78.0,Normal,"CB,RB",57,64,62,59,63,64,53,56,38,51,66,68,67,71,75,65,68,27,37,39,65,74,33,66,69,60,63,64,30,68,68,600000.0,5000.0,1,3,2,Medium,0,58.4,53.25,62.0,68.0,Defender
P. Bråtveit,23,Norway,182.88,72.1,Lean,GK,45,46,39,15,15,24,27,50,20,20,23,17,13,45,38,15,15,17,13,18,21,59,15,19,8,68,59,50,15,69,76,1100000.0,2000.0,1,3,1,Medium,7,29.4,19.0,34.75,24.5,Midfielder
J. Delianov,19,Australia,187.96,84.8,Normal,GK,22,29,32,10,20,31,30,26,7,6,6,12,13,51,28,14,11,5,10,12,16,45,5,46,7,35,33,35,22,52,71,80000.0,1000.0,1,3,1,Medium,19,20.4,9.75,28.75,20.5,Midfielder
Reyes,35,Spain,175.26,73.0,Normal,"RM,LM,CAM,ST",75,69,74,74,75,70,69,70,69,66,26,27,23,60,64,72,55,69,83,77,72,53,77,62,21,67,75,69,72,72,72,1600000.0,6000.0,2,3,3,Medium,0,69.4,70.25,68.25,34.0,Attacker
Euclides Cabral,20,Portugal,152.4,74.8,Lean,RB,75,77,54,57,46,48,40,45,37,55,54,61,59,59,65,44,53,24,31,32,36,62,22,59,56,55,67,50,40,58,67,160000.0,1000.0,1,3,2,Low,9,50.4,46.25,49.5,58.25,Defender
S. Gigot,25,France,187.96,83.0,Normal,CB,60,69,61,53,63,67,71,51,20,39,76,73,75,83,73,68,73,25,34,33,44,63,27,79,77,75,57,67,56,76,81,8500000.0,1000.0,1,2,2,Medium,5,52.8,39.0,65.5,76.75,Defender
Y. Oyanedel,18,Chile,170.18,66.2,Stocky,LB,73,77,69,57,54,58,56,47,30,41,52,53,51,64,77,53,50,34,48,32,52,65,48,52,51,52,68,59,31,58,78,220000.0,1000.0,1,3,2,Medium,20,53.8,45.0,59.5,55.0,Midfielder
J. Pendant,22,France,152.4,64.0,Lean,LB,70,66,57,61,45,61,57,36,32,51,64,71,67,58,74,62,50,30,29,32,26,57,34,56,63,58,77,55,34,65,74,725000.0,1000.0,1,3,2,Medium,9,52.8,42.5,57.0,65.0,Defender
